"Plant" "Parent.Genotype" "Stolon" "Label" "Row" "Column" "Pollination" "Herbivory" "HCN" "Glycosides.Ac" "Linamarase.Li" "Prop.mass" "Flower.date" "Mammal.herb" "Status" "Leaf.avg.dmg.1" "Leaf.avg.dmg.2" "Leaf.avg.dmg.3" "Avg.Bnr.Wdth" "Avg.Bnr.Ht" "Avg.bnr.dmg" "Bag.Inf.Wht" "Bag.Seed.Num" "Bag.Seed.Wht" "Biomass.plant" "Num.flwrs" "Total.Seed.mass" "Total.Inf" "Seeds.Inf" "Seed.only" "Block"
"225" 17 "108-4" 16 "17-16" 8 23 "Open" "Ambient" 0 1 0 0.3421 NA 1 "ALIVE" 28 19.6 12.4 NA NA NA NA NA NA 2.8 NA 0 0 NA 0 "B"
"226" 17 "108-4" 4 "17-4" 17 22 "Supp" "Ambient" 0 1 0 0.3717 NA 1 "ALIVE" 14.6 19.8 26.4 NA NA NA NA NA NA 3.25 NA 0 0 NA 0 "E"
"227" 17 "108-4" 1 "17-1" 18 36 "Supp" "Reduced" 0 1 0 0.2823 NA 1 "ALIVE" 12 6 4.8 NA NA NA NA NA NA 9.48 NA 0 0 NA 0 "F"
"228" 17 "108-4" 2 "17-2" 18 29 "Open" "Reduced" 0 1 0 0.3805 76 1 "ALIVE" 4 9.4 5.6 NA NA NA NA NA NA 8.88 58.5 0.2623 2 0.13115 0.179247951 "F"
"229" 17 "108-4" 3 "17-3" 22 4 "Open" "Reduced" 0 1 0 0.4501 44 NA "ALIVE" 2.4 14.2 25.8 3.69 6.59 16 NA NA NA 29.64 59 0.6727 8 0.0840875 0.459702999 "D"
"230" 17 "108-4" 8 "17-8" 22 30 "Supp" "Ambient" 0 1 0 0.4145 55 NA "ALIVE" 1 62.2 14.4 NA NA 0 NA NA NA 19.51 60 0.8528 8 0.1066 0.582777936 "F"
"231" 17 "108-4" 5 "17-5" 12 19 "Supp" "Ambient" 0 1 0 0.4406 45 NA "ALIVE" 8.8 11.2 19.8 NA NA NA NA NA NA 16.69 NA 0.2075 3 0.0691666666666667 0.141799275 "E"
"232" 17 "108-4" 6 "17-6" 11 3 "Supp" "Reduced" 0 1 0 0.4218 82 1 "ALIVE" 29.2 1.6 7 3.35 6.45 NA NA NA NA 23.29 57 0.2864 3 0.0954666666666667 0.195717168 "A"
"233" 17 "108-4" 7 "17-7" 9 20 "Open" "Ambient" 0 1 0 0.2579 47 NA "ALIVE" 12 8.6 46.4 2.85 5.51 NA NA NA NA 10.09 NA 0 0 NA 0 "B"
"234" 17 "108-4" 14 "17-14" 1 1 "Open" "Ambient" 0 1 0 0.3373 40 NA "ALIVE" 5.2 19 30.8 3.09 5.76 0.2 0.05 22 0.008 3.55 36 0.366295648148148 5 0.0732591296296296 0.250315457075 "A"
"235" 17 "108-4" 15 "17-15" 8 14 "Open" "Reduced" 0 1 0 0.4335 NA 1 "ALIVE" 5 32.8 18.2 NA NA NA NA NA NA 1.42 NA 0 0 NA 0 "B"
"236" 17 "108-4" 9 "17-9" 13 31 "Supp" "Reduced" 0 1 0 0.2536 42 1 "ALIVE" 0 17.8 15.8 3.17 6.38 NA NA NA NA 7.74 NA 0.0415 1 0.0415 0.028359855 "F"
"237" 17 "108-4" 10 "17-10" 17 12 "Open" "Reduced" 0 1 0 0.3431 76 NA "ALIVE" 4.2 6.8 1.2 3.39 6.47 NA NA NA NA 10.91 51.5 0.5295 5 0.1059 0.361844415 "D"
"238" 17 "108-4" 11 "17-11" 16 36 "Supp" "Ambient" 0 1 0 0.2805 NA NA "ALIVE" 7.6 44.4 17.6 NA NA 0 NA NA NA 6.45 NA 0 0 NA 0 "F"
"239" 17 "108-4" 12 "17-12" 7 34 "Supp" "Reduced" 0 1 0 0.2502 28 NA "ALIVE" 7.6 3.4 1 3.03 5.93 0 NA NA NA 16.04 57 1.316 18 0.0731111111111111 0.89931492 "C"
"240" 17 "108-4" 13 "17-13" 19 27 "Open" "Ambient" 0 1 0 0.2693 41 NA "ALIVE" 9.6 72.6 14.6 NA NA NA NA NA NA 5.13 57.5 0.1165 2 0.05825 0.079612605 "F"
"241" 18 "147-5" 1 "18-1" 8 2 "Supp" "Reduced" 0 0 0 0.547 27 NA "ALIVE" 16 2.4 8.2 2.88 5.76 85 NA NA NA 37.44 46.5 2.1293 31 0.0686870967741936 1.455099741 "A"
"242" 18 "147-5" 2 "18-2" 7 8 "Open" "Reduced" 0 0 0 0.5205 6 1 "ALIVE" 0.4 2 0.6 3.34 6.11 1.2 NA NA NA 13.43 41.5 0.6431 14 0.0459357142857143 0.439475247 "A"
"243" 18 "147-5" 3 "18-3" 11 27 "Open" "Ambient" 0 0 0 0.5191 17 NA "ALIVE" 7.2 11.6 8.8 3.42 6.44 40.4 0.069 75 0.04 63.24 49 6.58833273042958 81 0.0813374411164146 4.50226893799367 "C"
"244" 18 "147-5" 11 "18-11" 7 20 "Open" "Reduced" 0 0 0 0.5054 62 1 "ALIVE" 14.8 2 3.2 NA NA 5 NA NA NA 9.49 45 0.2803 3 0.0934333333333333 0.191548611 "B"
"245" 18 "147-5" 5 "18-5" 20 31 "Supp" "Ambient" 0 0 0 0.4873 13 NA "ALIVE" 33 23.2 12.2 2.85 5.87 32.2 NA NA NA 112.16 51 14.7699 215 0.0686972093023256 10.093306563 "F"
"246" 18 "147-5" 6 "18-6" 11 7 "Supp" "Reduced" 0 0 0 0.4469 39 1 "ALIVE" 7.8 1.8 0.2 2.96 6.17 0 0.133 105 0.058 45.91 47 2.67713273042958 56 0.047805941614814 1.82947219399367 "A"
"247" 18 "147-5" 7 "18-7" 3 9 "Supp" "Reduced" 0 0 0 0.3903 20 1 "ALIVE" 3.2 4 0 NA NA NA NA NA NA 9.87 NA 0.1103 2 0.05515 0.075375711 "A"
"248" 18 "147-5" 4 "18-4" 12 32 "Supp" "Ambient" 0 0 0 0.5093 53 1 "ALIVE" 0 22.6 3.6 3.18 6.5 NA NA NA NA 45.53 38 1.2964 23 0.0563652173913043 0.885920868 "F"
"249" 18 "147-5" 13 "18-13" 15 11 "Open" "Ambient" 0 0 0 0.4398 23 1 "ALIVE" 9.6 41.2 7 NA NA 97.2 NA NA NA 12.49 NA 0.026 1 0.026 0.01776762 "D"
"250" 18 "147-5" 14 "18-14" 6 30 "Open" "Reduced" 0 0 0 0.4916 65 1 "ALIVE" 0 7.4 0.8 3.33 6.28 8 NA NA NA 13.93 48 1.1096 11 0.100872727272727 0.758267352 "C"
"251" 18 "147-5" 15 "18-15" 19 1 "Open" "Ambient" 0 0 0 0.4387 22 NA "ALIVE" 22.2 47.6 5 3.05 6.42 2.4 NA NA NA 135.74 55 26.714 374 0.071427807486631 18.25554618 "D"
"252" 18 "147-5" 12 "18-12" 14 12 "Supp" "Reduced" 0 0 0 0.5307 74 1 "ALIVE" 42 2.4 8.6 NA NA NA NA NA NA 7.73 43.5 0.4556 4 0.1139 0.311343372 "D"
"253" 18 "147-5" 10 "18-10" 3 17 "Supp" "Ambient" 0 0 0 0.5292 14 1 "ALIVE" 19.4 12.8 21 2.93 5.18 77 NA NA NA 27.42 45 0.51 10 0.051 0.3485187 "B"
"254" 18 "147-5" 8 "18-8" 19 36 "Open" "Reduced" 0 0 0 0.4838 72 1 "ALIVE" 1.6 22.4 17.6 3.63 6.45 NA NA NA NA 20.68 51 0.9961 17 0.0585941176470588 0.680704857 "F"
"255" 18 "147-5" 16 "18-16" 6 13 "Supp" "Ambient" 0 0 0 0.3664 17 NA "ALIVE" 35.2 20.2 17.8 2.92 6.47 45.6 0.1 90 0.049 67.3 45 2.26293273042958 56 0.0404095130433854 1.54642033999367 "B"
"256" 18 "147-5" 9 "18-9" 18 10 "Open" "Ambient" 0 0 0 0.461 NA 1 "ALIVE" 0 15.4 9.2 NA NA NA NA NA NA 7.92 NA 0 0 NA 0 "D"
"257" 19 "68-2" 8 "19-8" 9 25 "Open" "Reduced" 1 1 1 0.3932 NA NA "ALIVE" 13.6 0.8 1 NA NA NA NA NA NA 85.02 72 1.1124 26 0.0427846153846154 0.760180788 "C"
"258" 19 "68-2" 6 "19-6" 18 24 "Open" "Reduced" 1 1 1 0.3365 25 NA "ALIVE" 15.6 0 0 3.15 6.35 2.4 0.187 160 0.067 41.16 78.5 0.742040166666667 14 0.053002869047619 0.507087988695 "E"
"259" 19 "68-2" 2 "19-2" 22 25 "Supp" "Reduced" 1 1 1 0.3701 87 NA "ALIVE" 1.2 2.8 0.6 3.52 6.84 NA NA NA NA 87.88 79 0.3638 4 0.09095 0.248610006 "F"
"260" 19 "68-2" 15 "19-15" 11 6 "Supp" "Reduced" 1 1 1 0.2938 24 NA "ALIVE" 2.8 0.2 0.2 3.29 6.54 10.2 NA NA NA 78.43 80 1.1019 35 0.0314828571428571 0.753005403 "A"
"261" 19 "68-2" 1 "19-1" 12 30 "Open" "Ambient" 1 1 1 0.4793 49 1 "ALIVE" 0 1.2 8 3.41 6.21 72 0.281 288 0.129 96.49 69.5 2.15204016666667 50 0.0430408033333333 1.470639688695 "F"
"262" 19 "68-2" 10 "19-10" 2 16 "Supp" "Reduced" 1 1 1 0.5237 20 NA "ALIVE" 2.8 7.2 1.6 3.48 6.52 0 0.087 120 0.05 59.75 70.5 0.976740166666667 9 0.108526685185185 0.667474927695 "B"
"263" 19 "68-2" 11 "19-11" 9 33 "Open" "Ambient" 1 1 1 0.5081 NA NA "ALIVE" 9.4 39 12.6 NA NA NA NA NA NA 13.1 NA 0 0 NA 0 "C"
"264" 19 "68-2" 12 "19-12" 14 34 "Supp" "Ambient" 1 1 1 0.4351 27 NA "ALIVE" 10 1.8 3.8 3.05 6.37 2.4 NA NA NA 45.79 76 0.4184 7 0.0597714285714286 0.285922008 "F"
"265" 19 "68-2" 13 "19-13" 20 22 "Open" "Reduced" 1 1 1 0.3914 41 NA "ALIVE" 0.8 1.8 0.4 3.84 6.61 0 NA NA NA 115.11 60 0.1781 1 0.1781 0.121708197 "E"
"266" 19 "68-2" 14 "19-14" 13 30 "Open" "Reduced" 1 1 1 0.5101 NA 1 "ALIVE" 0.8 2.8 1.8 NA NA NA NA NA NA 71.28 NA 0 0 NA 0 "F"
"267" 19 "68-2" 16 "19-16" 2 25 "Supp" "Ambient" 1 1 1 0.431 NA NA "ALIVE" 2.8 3 4.8 NA NA NA NA NA NA 141.74 81 0.182 2 0.091 0.12437334 "C"
"268" 19 "68-2" 3 "19-3" 18 32 "Open" "Ambient" 1 1 1 0.4293 NA 1 "ALIVE" 9.6 46 2 NA NA NA NA NA NA 12.26 NA 0 0 NA 0 "F"
"269" 19 "68-2" 4 "19-4" 7 7 "Open" "Ambient" 1 1 1 0.296 54 NA "ALIVE" 2 7.2 0.6 3.43 6.27 NA NA NA NA 134.79 67 4.8491 58 0.0836051724137931 3.313729467 "A"
"270" 19 "68-2" 5 "19-5" 1 12 "Supp" "Reduced" 1 1 1 0.2923 22 NA "ALIVE" 4 0 1 3.61 6.52 40 NA NA NA 166.7 75.5 1.7159 17 0.100935294117647 1.172594583 "A"
"271" 19 "68-2" 7 "19-7" 2 18 "Supp" "Ambient" 1 1 1 0.3789 30 NA "ALIVE" 6.4 2 0.6 3.63 6.35 0 NA NA NA 108 81 1.3264 25 0.053056 0.906421968 "B"
"272" 19 "68-2" 9 "19-9" 7 30 "Supp" "Ambient" 1 1 1 0.4489 87 1 "ALIVE" 4 9.2 3.4 NA NA NA NA NA NA 50.35 67.5 1.4245 25 0.05698 0.973460565 "C"
"273" 20 "81-3" 16 "20-16" 16 33 "Open" "Reduced" 0 0 1 0.4405 17 NA "ALIVE" 0.8 1.8 1.8 3.1 6.35 1 0.048 59 0.02 76.73 73.5 18.0123979170567 208 0.0865980669089264 12.309132364579 "F"
"274" 20 "81-3" 3 "20-3" 4 15 "Supp" "Ambient" 0 0 1 0.5362 12 NA "ALIVE" 17.6 23 7.6 2.81 5.72 1 NA NA NA 57.39 68.5 5.9269 94 0.0630521276595745 4.050265653 "B"
"275" 20 "81-3" 4 "20-4" 4 3 "Supp" "Ambient" 0 0 1 0.4979 21 NA "ALIVE" 13 14.2 1.4 2.67 5.26 53 NA NA NA 55.96 60 1.0277 25 0.041108 0.702299349 "A"
"276" 20 "81-3" 15 "20-15" 2 19 "Open" "Reduced" 0 0 1 0.5105 15 NA "ALIVE" 8.2 8 1.2 2.76 5.97 5 NA NA NA 27.14 61 4.8067 78 0.061624358974359 3.284754579 "B"
"277" 20 "81-3" 10 "20-10" 14 32 "Supp" "Reduced" 0 0 1 0.4529 18 NA "ALIVE" 0.8 0 0.8 3.11 6.48 75.6 0.076 77 0.025 30.8 64.5 13.4430979170567 161 0.0834975025904142 9.18660982357903 "F"
"278" 20 "81-3" 12 "20-12" 15 4 "Supp" "Ambient" 0 0 1 0.4344 30 NA "ALIVE" 11 32 15.8 3.04 6.24 98.2 NA NA NA 71.25 60.5 8.4848 151 0.0561907284768212 5.798257776 "D"
"279" 20 "81-3" 13 "20-13" 9 27 "Open" "Reduced" 0 0 1 0.5377 39 1 "ALIVE" 3 1 3.2 2.73 6.11 14.2 NA NA NA 49.08 65.5 5.1501 79 0.0651911392405063 3.519423837 "C"
"280" 20 "81-3" 14 "20-14" 11 26 "Open" "Reduced" 0 0 1 0.3885 16 NA "ALIVE" 0.4 0.8 1.4 2.77 6.28 30.6 NA NA NA 71.39 69.5 17.6389 202 0.0873212871287129 12.053895093 "C"
"281" 20 "81-3" 1 "20-1" 2 24 "Supp" "Ambient" 0 0 1 0.3704 40 NA "ALIVE" 12.4 11 39.6 2.81 5.85 60 0.164 145 0.064 42.09 73.5 4.57049791705669 76 0.060138130487588 3.12334116157903 "B"
"282" 20 "81-3" 2 "20-2" 6 15 "Supp" "Reduced" 0 0 1 0.4951 13 1 "ALIVE" 0.8 0.4 2 2.87 5.89 0 NA NA NA 31.42 51 6.4072 102 0.0628156862745098 4.378488264 "B"
"283" 20 "81-3" 7 "20-7" 1 15 "Supp" "Reduced" 0 0 1 0.3423 20 NA "ALIVE" 8.2 10 9.8 3 6.25 0 NA NA NA 24.91 61.5 2.9105 66 0.0440984848484848 1.988948385 "B"
"284" 20 "81-3" 8 "20-8" 15 34 "Open" "Ambient" 0 0 1 0.5493 21 NA "ALIVE" 16.4 4.2 7.8 2.66 6.1 93.6 NA NA NA 61.72 66 8.2398 116 0.0710327586206897 5.630832126 "F"
"285" 20 "81-3" 5 "20-5" 12 17 "Open" "Ambient" 0 0 1 0.5422 14 1 "ALIVE" 38.8 26.2 31.2 2.99 6.37 0 0.138 137 0.061 53.95 60.5 1.59959791705669 15 0.106639861137113 1.09311722857903 "E"
"286" 20 "81-3" 6 "20-6" 8 24 "Open" "Ambient" 0 0 1 0.5344 14 NA "ALIVE" 8.6 0.8 3.8 2.81 5.71 41 NA NA NA 25.36 68 3.0006 43 0.0697813953488372 2.050520022 "B"
"287" 20 "81-3" 11 "20-11" 22 21 "Supp" "Reduced" 0 0 1 0.2898 14 NA "ALIVE" 4 1 14.6 3.23 5.3 0 NA NA NA 70.14 58.5 11.4275 165 0.0692575757575758 7.809210675 "E"
"288" 20 "81-3" 9 "20-9" 10 17 "Open" "Ambient" 0 0 1 0.3669 14 1 "ALIVE" 33 2.8 3.8 2.63 5.63 9 NA NA NA 7.97 62.5 0.655 7 0.0935714285714286 0.44760735 "B"
"289" 21 "84-4" 2 "21-2" 20 14 "Supp" "Reduced" 1 1 1 0.3774 29 NA "ALIVE" 0.6 2.2 0.2 2.81 6.05 45.8 NA NA NA 38.19 67.5 11.2908 154 0.0733168831168831 7.715793996 "E"
"290" 21 "84-4" 7 "21-7" 11 21 "Supp" "Ambient" 1 1 1 0.3506 55 NA "ALIVE" 0 13.6 15.2 2.76 5.76 19 NA NA NA 12.37 63 1.7089 24 0.0712041666666667 1.167810993 "B"
"291" 21 "84-4" 1 "21-1" 9 29 "Open" "Reduced" 1 1 1 0.4674 51 NA "ALIVE" 0.8 4.8 1.8 2.76 6.19 0 NA NA NA 29.26 69 8.4975 105 0.0809285714285714 5.806936575 "C"
"292" 21 "84-4" 8 "21-8" 4 33 "Supp" "Reduced" 1 1 1 0.3648 25 NA "ALIVE" 0.8 1 1.2 2.75 6.62 0 0.124 88 0.039 21.96 65 7.91666375856413 126 0.062830664750509 5.41001051268997 "C"
"293" 21 "84-4" 9 "21-9" 10 16 "Open" "Ambient" 1 1 1 0.4026 23 NA "ALIVE" 1.2 4.8 4 2.67 5.64 94 0.143 115 0.055 36.43 54 7.59336375856413 115 0.0660292500744707 5.18907699168997 "B"
"294" 21 "84-4" 10 "21-10" 14 10 "Open" "Ambient" 1 1 1 0.3017 49 1 "ALIVE" 12 3.2 10.6 2.76 5.78 0 NA NA NA 16.75 65 2.3248 50 0.046496 1.588698576 "D"
"295" 21 "84-4" 11 "21-11" 17 29 "Supp" "Reduced" 1 1 1 0.3821 30 NA "ALIVE" 1.6 0 1.6 2.59 5.63 10 NA NA NA 12.03 60.5 6.6745 80 0.08343125 4.561153065 "F"
"296" 21 "84-4" 12 "21-12" 12 4 "Supp" "Ambient" 1 1 1 0.3418 46 1 "ALIVE" 0 12.8 5.6 2.75 5.88 9 NA NA NA 36 77 7.6966 116 0.06635 5.259625542 "D"
"297" 21 "84-4" 13 "21-13" 7 28 "Open" "Ambient" 1 1 1 0.3943 48 1 "ALIVE" 3.4 1.4 13 2.65 5.81 5.6 NA NA NA 19.68 67 4.5755 83 0.0551265060240964 3.126759435 "C"
"298" 21 "84-4" 14 "21-14" 10 32 "Open" "Reduced" 1 1 1 0.4857 52 1 "ALIVE" 7.4 0.2 5.2 2.77 5.86 NA NA NA NA 6.82 60.5 1.8492 29 0.0637655172413793 1.263687804 "C"
"299" 21 "84-4" 3 "21-3" 9 26 "Supp" "Ambient" 1 1 1 0.3006 49 NA "ALIVE" 32 3.2 2.4 2.6 5.6 48.6 NA NA NA 11.79 72.5 1.2373 19 0.0651210526315789 0.845533701 "C"
"300" 21 "84-4" 4 "21-4" 12 12 "Supp" "Ambient" 1 1 1 0.4366 35 NA "ALIVE" 23.6 2.2 3.8 2.9 6.12 60 NA NA NA 19.97 66.5 1.5918 24 0.066325 1.087788366 "D"
"301" 21 "84-4" 5 "21-5" 9 12 "Open" "Reduced" 1 1 1 0.3726 52 NA "ALIVE" 3.8 3.8 0.6 2.59 5.62 0 NA NA NA 16.7 54.5 2.2123 45 0.0491622222222222 1.511819451 "A"
"302" 21 "84-4" 6 "21-6" 7 4 "Open" "Ambient" 1 1 1 0.5426 58 1 "ALIVE" 3 10 11.8 2.57 5.23 22.4 NA NA NA 8.36 69.5 1.3138 22 0.0597181818181818 0.897811506 "A"
"303" 21 "84-4" 15 "21-15" 16 19 "Open" "Reduced" 1 1 1 0.4399 33 1 "ALIVE" 3 0.4 0.6 2.9 6.03 13.6 0.123 98 0.045 43.96 69.5 9.43946375856413 160 0.0589966484910258 6.45064634868997 "E"
"304" 21 "84-4" 16 "21-16" 3 10 "Supp" "Reduced" 1 1 1 0.3557 27 NA "ALIVE" 3.8 0 9 2.64 5.88 13 NA NA NA 15.51 57 1.5763 47 0.0335382978723404 1.077196131 "A"
"305" 22 "98-5" 4 "22-4" 8 36 "Supp" "Reduced" 1 1 1 0.3319 20 NA "ALIVE" 0 0 0 2.87 6.01 19 0.063 38 0.025 12.26 53.5 4.20350413516569 70 0.0600500590737956 2.87254862084818 "C"
"306" 22 "98-5" 8 "22-8" 13 32 "Supp" "Ambient" 1 1 1 0.2793 22 NA "ALIVE" 4 0 0.8 2.9 6.37 36 NA NA NA 14.59 63.5 2.088736782 30 0.0696245594 1.42738005471534 "F"
"307" 22 "98-5" 9 "22-9" 11 32 "Supp" "Ambient" 1 1 1 0.3475 19 NA "ALIVE" 10.4 1.2 0 3.2 6.16 62.6 0.105 90 0.052 9.25 53.5 4.84890128316569 60 0.0808150213860949 3.31359366987694 "C"
"308" 22 "98-5" 5 "22-5" 22 9 "Supp" "Ambient" 1 1 1 0.4328 22 NA "ALIVE" 7.4 2 11.4 NA NA NA NA NA NA 7.08 58 0.137217386 2 0.068608693 0.09377024507082 "D"
"309" 22 "98-5" 7 "22-7" 21 32 "Supp" "Reduced" 1 1 1 0.3725 24 NA "ALIVE" 4 0 0 2.95 5.61 0 NA NA NA 5.66 59.5 0.690307036 6 0.115051172666667 0.47173511919132 "F"
"310" 22 "98-5" 12 "22-12" 22 15 "Supp" "Reduced" 1 1 1 0.4072 21 NA "ALIVE" 2.4 0 1.6 2.8 5.66 29.2 NA NA NA 18.21 59.5 4.7554 62 0.0767 3.249697698 "E"
"311" 22 "98-5" 13 "22-13" 19 35 "Supp" "Reduced" 1 1 1 0.3845 24 1 "ALIVE" 0 0 9 3.13 6.49 1.6 NA NA NA 16.52 60 1.4726 20 0.07363 1.006330662 "F"
"312" 22 "98-5" 10 "22-10" 1 6 "Open" "Reduced" 1 1 1 0.3741 24 NA "ALIVE" 2.6 3.6 0 3.01 5.79 4 NA NA NA 3.23 58 0.2868 4 0.0717 0.195990516 "A"
"313" 22 "98-5" 11 "22-11" 19 10 "Supp" "Ambient" 1 1 1 0.3462 21 NA "ALIVE" 49.6 0.2 5.6 2.98 5.74 63 NA NA NA 11.66 59.5 2.0995 25 0.08398 1.434735315 "D"
"314" 22 "98-5" 16 "22-16" 4 31 "Open" "Ambient" 1 1 1 0.4161 22 NA "ALIVE" 6.6 38.8 1.6 3.13 6.1 59 NA NA NA 18.99 63 5.0451 67 0.0753 3.447669987 "C"
"315" 22 "98-5" 2 "22-2" 10 18 "Open" "Reduced" 1 1 1 0.314 43 1 "ALIVE" 11.4 0 2 NA NA NA NA NA NA 7.6 NA 0.115861092 2 0.057930546 0.07917599444004 "B"
"316" 22 "98-5" 3 "22-3" 4 30 "Open" "Reduced" 1 1 1 0.4733 21 NA "ALIVE" 6.6 6.6 0 3.01 6.03 0.2 NA NA NA 9.43 52.5 1.432659732 19 0.0754031437894737 0.97903668105684 "C"
"317" 22 "98-5" 14 "22-14" 14 6 "Open" "Ambient" 1 1 1 0.4051 18 NA "ALIVE" 35.6 1 2.8 3.07 6.3 65 NA NA NA 42 64 9.2188 101 0.0912752475247525 6.299851356 "D"
"318" 22 "98-5" 6 "22-6" 20 30 "Open" "Reduced" 1 1 1 0.4149 37 1 "ALIVE" 0 0 1.6 2.71 5.33 0 0.149 109 0.061 11.59 56.5 4.67449215516569 51 0.0916567089248175 3.19440770407558 "F"
"319" 22 "98-5" 1 "22-1" 16 9 "Open" "Ambient" 1 1 1 0.3071 23 NA "ALIVE" 9 3.6 8.8 2.81 5.43 100 NA NA NA 15.23 66.5 4.374546442 49 0.089276458 2.98943380206954 "D"
"320" 22 "98-5" 15 "22-15" 6 24 "Open" "Ambient" 1 1 1 0.4573 32 NA "ALIVE" 2.4 0.2 11.8 NA NA NA NA NA NA 7.57 62 0.064 2 0.032 0.04373568 "B"
"321" 23 "130-3" 8 "23-8" 22 7 "Supp" "Ambient" 0 0 1 0.3722 12 NA "ALIVE" 21.4 13.2 10.8 3.37 6.26 38 NA NA NA 75.32 73.5 1.7834 60 0.0297233333333333 1.218722058 "D"
"322" 23 "130-3" 3 "23-3" 9 28 "Open" "Reduced" 0 0 1 0.2506 71 1 "ALIVE" 0 1.6 7.8 3.29 6.13 NA NA NA NA 20.61 72.5 0.5413 9 0.0601444444444444 0.369908181 "C"
"323" 23 "130-3" 5 "23-5" 19 30 "Open" "Ambient" 0 0 1 0.4514 46 NA "ALIVE" 0.8 16 19 NA NA NA NA NA NA 43.12 59 0.1562 4 0.03905 0.106742394 "F"
"324" 23 "130-3" 12 "23-12" 21 35 "Supp" "Reduced" 0 0 1 0.4215 47 1 "ALIVE" 1.2 8.6 7.2 3.66 6.83 7 NA NA NA 61.67 76.5 1.2352 44 0.0280727272727273 0.844098624 "F"
"325" 23 "130-3" 9 "23-9" 15 19 "Supp" "Reduced" 0 0 1 0.3759 54 1 "ALIVE" 10.6 4.6 8 NA NA NA NA NA NA 5.08 NA 0 0 NA 0 "E"
"326" 23 "130-3" 10 "23-10" 22 5 "Supp" "Reduced" 0 0 1 0.3578 62 NA "ALIVE" 1.6 1.2 2.4 3.51 6.75 NA NA NA NA 29.67 65 1.2306 7 0.1758 0.840955122 "D"
"327" 23 "130-3" 11 "23-11" 21 11 "Open" "Ambient" 0 0 1 0.4823 12 1 "ALIVE" 1 11 14 3.31 6.42 NA NA NA NA 26.46 68 0.4829 11 0.0439 0.329999373 "D"
"328" 23 "130-3" 1 "23-1" 22 36 "Open" "Ambient" 0 0 1 0.4099 37 NA "ALIVE" 10 11 20.8 3.39 6.43 88 NA NA NA 62.02 68 3.3452 59 0.0566983050847458 2.286009324 "F"
"329" 23 "130-3" 2 "23-2" 11 15 "Open" "Reduced" 0 0 1 0.3591 41 1 "ALIVE" 0 7.8 5.2 3.12 5.77 0 NA NA NA 27.49 70 0.4234 7 0.0604857142857143 0.289338858 "B"
"330" 23 "130-3" 16 "23-16" 8 35 "Supp" "Ambient" 0 0 1 0.3986 NA 1 "ALIVE" 0 3.4 14.2 NA NA NA NA NA NA 9.69 72 0.3189 4 0.079725 0.217926693 "C"
"331" 23 "130-3" 4 "23-4" 20 33 "Supp" "Ambient" 0 0 1 0.501 47 1 "ALIVE" 17.8 1.6 15.4 3.54 6.84 14.6 NA NA NA 20.9 62 1.1417 16 0.07135625 0.780203529 "F"
"332" 23 "130-3" 6 "23-6" 5 18 "Supp" "Reduced" 0 0 1 0.2864 78 1 "ALIVE" 0 8.2 1 3.26 5.88 NA NA NA NA 46.94 67.5 1.8129 28 0.0647464285714286 1.238881473 "B"
"333" 23 "130-3" 7 "23-7" 2 14 "Supp" "Ambient" 0 0 1 0.3407 20 NA "ALIVE" 12.2 3 11.2 3.03 5.22 38 0.067 67 0.034 68.46 70.5 2.16293612859363 48 0.0450611693457006 1.47808566219703 "B"
"334" 23 "130-3" 13 "23-13" 11 16 "Open" "Reduced" 0 0 1 0.5468 NA 1 "ALIVE" 0 2.8 6 NA NA NA NA NA NA 4.62 NA 0 0 NA 0 "B"
"335" 23 "130-3" 14 "23-14" 1 3 "Open" "Ambient" 0 0 1 0.4973 25 NA "ALIVE" 1.6 1.6 8 3.24 6.33 84 NA NA NA 43.61 62.5 1.0325 17 0.0607352941176471 0.705579525 "A"
"336" 23 "130-3" 15 "23-15" 7 32 "Open" "Reduced" 0 0 1 0.4973 90 1 "ALIVE" 0 6.8 0.4 NA NA NA 0.131 90 0.045 26.65 74 0.862536128593629 18 0.0479186738107571 0.589431314197028 "C"
"337" 24 "7-3" 2 "24-2" 5 22 "Supp" "Reduced" 1 1 1 0.5057 45 1 "ALIVE" 1.8 2.6 3.8 3.42 5.97 0.4 NA NA NA 51.67 63 21.775924108 109 0.199779120256881 14.881013257684 "B"
"338" 24 "7-3" 1 "24-1" 23 1 "Supp" "Ambient" 1 1 1 0.381 37 NA "ALIVE" 8.6 46.6 7.2 3.61 6.19 0 NA NA NA 57.35 70 1.08170188 10 0.108170188 0.7392026137356 "D"
"339" 24 "7-3" 6 "24-6" 2 27 "Open" "Ambient" 1 1 1 0.5533 23 NA "ALIVE" 8 42.2 12.8 3.23 5.79 49 0.237 169 0.125 63.12 60.5 5.43226758643455 33 0.164614169285895 3.71224870054178 "C"
"340" 24 "7-3" 7 "24-7" 21 30 "Open" "Ambient" 1 1 1 0.4409 NA 1 "ALIVE" 3 0.8 12.8 NA NA NA NA NA NA 3.91 NA 0 0 NA 0 "F"
"341" 24 "7-3" 8 "24-8" 12 31 "Supp" "Ambient" 1 1 1 0.4176 55 1 "ALIVE" 7 16.2 19.8 NA NA 2.6 NA NA NA 11.75 64 0.397457256 2 0.198728628 0.27161036503272 "F"
