"Plant" "Parent.Genotype" "Stolon" "Label" "Row" "Column" "Pollination" "Herbivory" "HCN" "Glycosides.Ac" "Linamarase.Li" "Prop.mass" "Flower.date" "Mammal.herb" "Status" "Leaf.avg.dmg.1" "Leaf.avg.dmg.2" "Leaf.avg.dmg.3" "Avg.Bnr.Wdth" "Avg.Bnr.Ht" "Avg.bnr.dmg" "Bag.Inf.Wht" "Bag.Seed.Num" "Bag.Seed.Wht" "Biomass.plant" "Num.flwrs" "Total.Seed.mass" "Total.Inf" "Seeds.Inf" "Seed.only" "Block"
"580" 39 "83-4" 3 "39-3" 9 5 "Supp" "Reduced" 1 1 1 0.3064 86 NA "ALIVE" 8 2.6 0.4 3.36 6.89 NA NA NA NA 68.88 54.5 0.629 20 0.03145 0.42983973 "A"
"581" 39 "83-4" 11 "39-11" 4 4 "Supp" "Ambient" 1 1 1 0.2816 46 NA "ALIVE" 10 13.8 25.6 3.19 6.02 NA NA NA NA 9.79 51 0.1343 6 0.0223833333333333 0.091776591 "A"
"582" 39 "83-4" 12 "39-12" 1 13 "Open" "Ambient" 1 1 1 0.4501 18 NA "ALIVE" 8 10.6 16.6 2.93 6.1 25 NA NA NA 27.97 53 0.633 13 0.0486923076923077 0.43257321 "B"
"583" 39 "83-4" 13 "39-13" 21 18 "Supp" "Reduced" 1 1 1 0.3607 38 NA "ALIVE" 19.8 1.6 4 NA NA NA NA NA NA 39.44 48 0.0434 6 0.00723333333333333 0.029658258 "E"
"584" 39 "83-4" 14 "39-14" 13 18 "Open" "Reduced" 1 1 1 0.4465 78 1 "ALIVE" 8.2 16.6 0 3.34 6.9 NA NA NA NA 39.76 47 0.9229 19 0.0485736842105263 0.630682173 "E"
"585" 39 "83-4" 15 "39-15" 7 5 "Supp" "Reduced" 1 1 1 0.2968 NA 1 "ALIVE" 13 6.2 9.2 NA NA NA NA NA NA 9.96 NA 0 0 NA 0 "A"
"586" 39 "83-4" 16 "39-16" 6 35 "Supp" "Ambient" 1 1 1 0.3831 NA 1 "ALIVE" 2.6 2.6 5 NA NA NA NA NA NA 14.82 63 0.0086 2 0.0043 0.005876982 "C"
"587" 39 "83-4" 8 "39-8" 4 9 "Open" "Ambient" 1 1 1 0.2927 15 1 "ALIVE" 37.4 3.2 12.2 NA NA NA NA NA NA 10.01 NA 0 0 NA 0 "A"
"588" 39 "83-4" 5 "39-5" 2 12 "Open" "Ambient" 1 1 1 0.5174 52 NA "ALIVE" 18 9 12.8 2.96 5.54 19 NA NA NA 11.86 51.5 0.289 5 0.0578 0.19749393 "A"
"589" 39 "83-4" 6 "39-6" 7 23 "Supp" "Ambient" 1 1 1 0.4887 82 1 "ALIVE" 1.8 10.4 20.2 NA NA NA NA NA NA 20.93 54 0.3143 8 0.0392875 0.214783191 "B"
"590" 39 "83-4" 7 "39-7" 19 18 "Supp" "Reduced" 1 1 1 0.4102 58 NA "ALIVE" 10 0 2.8 3.35 6.3 NA NA NA NA 91.48 52 0.3383 13 0.0260230769230769 0.231184071 "E"
"591" 39 "83-4" 9 "39-9" 13 8 "Open" "Reduced" 1 1 1 0.3875 78 1 "ALIVE" 1.6 1.6 0.4 3.47 6.94 NA NA NA NA 20.4 47.5 0.4536 10 0.04536 0.309976632 "D"
"592" 39 "83-4" 10 "39-10" 12 16 "Open" "Reduced" 1 1 1 0.4335 92 1 "ALIVE" 0 11.6 0.4 NA NA NA NA NA NA 22.68 51 0.0275 2 0.01375 0.018792675 "E"
"593" 41 "172-4" 1 "41-1" 2 7 "Supp" "Reduced" 1 1 1 0.5537 22 NA "ALIVE" 3.6 1 5.8 3.97 7.58 2 NA NA NA 26.56 38 0.1789 3 0.0596333333333333 0.122254893 "A"
"594" 41 "172-4" 8 "41-8" 10 7 "Open" "Reduced" 1 1 1 0.3606 57 1 "ALIVE" 1.8 2.8 9.6 3.23 6.52 NA NA NA NA 2.82 47 0.3793 4 0.094825 0.259202241 "A"
"595" 41 "172-4" 9 "41-9" 6 7 "Open" "Reduced" 1 1 1 0.2742 34 1 "ALIVE" 8.4 1.4 3.6 2.93 6.22 14 NA NA NA 28.45 59 3.5904 47 0.0763914893617021 2.453571648 "A"
"596" 41 "172-4" 10 "41-10" 19 4 "Supp" "Reduced" 1 1 1 0.3116 42 1 "ALIVE" 2.8 2 5.6 3.54 7.06 NA NA NA NA 16.43 41.5 1.1365 13 0.0874230769230769 0.776650005 "D"
"597" 41 "172-4" 11 "41-11" 10 34 "Open" "Reduced" 1 1 1 0.4143 16 NA "ALIVE" 2.4 0 2 2.67 5.76 0 NA NA NA 33 55 7.6265 64 0.1191640625 5.211721305 "C"
"598" 41 "172-4" 12 "41-12" 2 28 "Open" "Ambient" 1 1 1 0.545 93 NA "ALIVE" 2.6 14.2 16.2 NA NA NA NA NA NA 13.89 59.5 0.2716 5 0.05432 0.185603292 "C"
"599" 41 "172-4" 13 "41-13" 4 5 "Open" "Ambient" 1 1 1 0.374 18 NA "ALIVE" 2 35.2 1.2 2.96 6.45 80.6 NA NA NA 13.07 47.5 0.6698 9 0.0744222222222222 0.457721226 "A"
"600" 41 "172-4" 14 "41-14" 14 19 "Supp" "Ambient" 1 1 1 0.4663 7 NA "ALIVE" 13.4 45.4 0.6 3.43 7.22 0 0.078 73 0.042 28.22 48.5 3.16899864076966 50 0.0633799728153932 2.16559860114276 "E"
"601" 41 "172-4" 2 "41-2" 5 14 "Supp" "Reduced" 1 1 1 0.2506 6 1 "ALIVE" 3 0 2.8 2.85 6.38 0 0.037 35 0.017 11.28 43 1.18949864076966 13 0.0914998954438198 0.812867686142761 "B"
"602" 41 "172-4" 3 "41-3" 16 16 "Open" "Reduced" 1 1 1 0.3042 11 NA "ALIVE" 2.8 2.8 0 3.51 7.5 90 0.13 136 0.061 76.45 56.5 9.24539864076966 101 0.09153860040366 6.31802806914276 "E"
"603" 41 "172-4" 4 "41-4" 18 28 "Supp" "Ambient" 1 1 1 0.4493 7 NA "ALIVE" 14.8 51.4 2.8 NA NA 93 NA NA NA NA NA 0.0522 1 0.0522 0.035671914 "F"
"604" 41 "172-4" 5 "41-5" 5 29 "Open" "Ambient" 1 1 1 0.3816 19 NA "ALIVE" 1.6 2.4 8.6 3.36 7.17 2.6 0.121 132 0.071 37.45 52 3.78399864076966 38 0.0995789115992015 2.58587115114276 "C"
"605" 41 "172-4" 6 "41-6" 22 6 "Supp" "Reduced" 1 1 1 0.2515 8 NA "ALIVE" 8.8 2.2 5.8 3.35 7.55 NA NA NA NA 35.89 55 1.2781 29 0.0440724137931034 0.873415197 "D"
"606" 41 "172-4" 7 "41-7" 13 2 "Supp" "Ambient" 1 1 1 0.4957 8 NA "ALIVE" 7.2 6.8 2.8 3.28 7.21 0.4 NA NA NA 132.55 61 8.7141 82 0.106269512195122 5.954954517 "D"
"607" 41 "172-4" 16 "41-16" 2 2 "Supp" "Ambient" 1 1 1 0.459 6 NA "ALIVE" 16.6 19.2 8.8 3.26 6.53 0 NA NA NA 6.45 51.5 0.517 9 0.0574444444444444 0.35330229 "A"
"608" 41 "172-4" 15 "41-15" 13 35 "Open" "Ambient" 1 1 1 0.4259 20 NA "ALIVE" 1.6 21.4 7.2 3.43 7.56 24 NA NA NA 101.54 63 8.9803 90 0.0997811111111111 6.136867611 "F"
"609" 42 "128-5" 9 "42-9" 22 22 "Open" "Reduced" 1 1 1 0.3847 17 1 "ALIVE" 4 3.2 1.2 3.23 6.54 0 NA NA NA 16.34 64.5 3.8826 38 0.102173684210526 2.653252362 "E"
"610" 42 "128-5" 10 "42-10" 19 14 "Open" "Ambient" 1 1 1 0.307 76 1 "ALIVE" 55.4 2.8 3 NA NA NA NA NA NA 23.34 NA 0.2011 20 0.010055 0.137425707 "E"
"611" 42 "128-5" 5 "42-5" 10 19 "Open" "Reduced" 1 1 1 0.5391 18 NA "ALIVE" 5.2 0.6 0 3.48 6.91 0 NA NA NA 17.95 60.5 4.1174 38 0.108352631578947 2.813707638 "B"
"612" 42 "128-5" 13 "42-13" 8 18 "Open" "Reduced" 1 1 1 0.3161 9 1 "ALIVE" 7.4 19.8 14 2.87 5.5 67 NA NA NA 17.38 48 2.5578 47 0.0544212765957447 1.747923786 "B"
"613" 42 "128-5" 14 "42-14" 15 3 "Supp" "Reduced" 1 1 1 0.322 15 NA "ALIVE" 6 3.6 2.4 2.88 6.39 29 NA NA NA 40.87 66 19.2082 195 0.0985035897435897 13.126307634 "D"
"614" 42 "128-5" 11 "42-11" 16 22 "Open" "Reduced" 1 1 1 0.5082 7 1 "ALIVE" 10 2.4 14 3.19 6.67 5.8 NA NA NA 16.57 61 5.1456 56 0.0918857142857143 3.516348672 "E"
"615" 42 "128-5" 12 "42-12" 10 4 "Supp" "Reduced" 1 1 1 0.477 NA 1 "ALIVE" 1.8 4.8 14.2 NA NA NA NA NA NA 5.07 NA 0 0 NA 0 "A"
"616" 42 "128-5" 1 "42-1" 7 9 "Open" "Ambient" 1 1 1 0.5366 14 1 "ALIVE" 50.5 2.2 22.4 2.44 5.57 7 NA NA NA 10.36 63.5 1.2092 18 0.0671777777777778 0.826331004 "A"
"617" 42 "128-5" 2 "42-2" 9 14 "Supp" "Reduced" 1 1 1 0.407 33 1 "ALIVE" 4.8 0.6 2.8 3.03 6.28 0 NA NA NA 15.32 67 3.4434 48 0.0717375 2.353116258 "B"
"618" 42 "128-5" 3 "42-3" 20 2 "Open" "Ambient" 1 1 1 0.5051 14 1 "ALIVE" 33.8 0 0 3.27 6.52 28.4 0.068 72 0.04 40.3 61 11.3747008665107 134 0.0848858273620204 7.77312933114744 "D"
"619" 42 "128-5" 4 "42-4" 7 16 "Supp" "Reduced" 1 1 1 0.282 17 NA "ALIVE" 0.8 0.8 0.8 3.1 6.5 2 0.053 61 0.018 20.09 55.5 10.1938008665107 108 0.0943870450602846 6.96613769814744 "B"
"620" 42 "128-5" 6 "42-6" 14 4 "Supp" "Ambient" 1 1 1 0.2841 35 1 "ALIVE" 11.4 9.2 21.2 3.46 7.06 71 NA NA NA 29.13 60 5.8346 79 0.0738556962025316 3.987190602 "D"
"621" 42 "128-5" 7 "42-7" 13 17 "Open" "Ambient" 1 1 1 0.4901 15 NA "ALIVE" 39.2 26.6 5.6 3.04 5.78 12 NA NA NA 40.89 68 14.292 145 0.0985655172413793 9.76672404 "E"
"622" 42 "128-5" 8 "42-8" 6 26 "Supp" "Ambient" 1 1 1 0.3523 13 1 "ALIVE" 7.2 8 18.8 3.07 6.06 41.8 NA NA NA 4.9 57 0.7185 14 0.0513214285714286 0.491001345 "C"
"623" 42 "128-5" 15 "42-15" 21 6 "Supp" "Ambient" 1 1 1 0.2895 15 NA "ALIVE" 24 5.4 12.8 2.93 6.29 37 NA NA NA 14.99 68.5 2.662 36 0.0739444444444444 1.81913094 "D"
"624" 42 "128-5" 16 "42-16" 8 1 "Supp" "Ambient" 1 1 1 0.2755 23 NA "ALIVE" 4.8 15.2 4.8 3.13 6.39 76 NA NA NA 34.64 66 11.8325 135 0.0876481481481481 8.085975525 "A"
"625" 43 "28-2" 6 "43-6" 20 17 "Open" "Reduced" 0 0 1 0.399 95 NA "ALIVE" 6.8 2.8 14.2 NA NA NA NA NA NA 20 51 0.082 3 0.0273333333333333 0.05603634 "E"
"626" 43 "28-2" 7 "43-7" 5 3 "Supp" "Ambient" 0 0 1 0.3851 18 NA "ALIVE" 11 6.2 5 3.22 6.05 63.6 NA NA NA 45.12 46 0.3504 5 0.07008 0.239452848 "A"
"627" 43 "28-2" 10 "43-10" 6 21 "Supp" "Reduced" 0 0 1 0.3737 25 1 "ALIVE" 0 3 1.6 NA NA NA NA NA NA 15.85 55 0.0944 2 0.0472 0.064510128 "B"
"628" 43 "28-2" 11 "43-11" 18 26 "Open" "Reduced" 0 0 1 0.5195 NA NA "ALIVE" 0 0.4 0.8 NA NA NA NA NA NA 5.02 NA 0 0 NA 0 "F"
"629" 43 "28-2" 8 "43-8" 16 17 "Open" "Ambient" 0 0 1 0.4433 21 NA "ALIVE" 14.6 4.6 13.6 3.04 5.17 89 NA NA NA 43.37 NA 0.0527 1 0.0527 0.036013599 "E"
"630" 43 "28-2" 9 "43-9" 14 30 "Supp" "Reduced" 0 0 1 0.4389 32 NA "ALIVE" 11.6 3.2 3 3.14 6 36 NA NA NA 58.85 52 0.6759 9 0.0751 0.461889783 "F"
"631" 43 "28-2" 1 "43-1" 13 25 "Supp" "Ambient" 0 0 1 0.3713 25 NA "ALIVE" 16.4 1.6 0.6 3.09 5.74 86 NA NA NA 95.88 49 0.1182 3 0.0394 0.080774334 "F"
"632" 43 "28-2" 2 "43-2" 17 4 "Open" "Ambient" 0 0 1 0.2681 NA NA "ALIVE" 17.2 26.6 0.4 NA NA NA NA NA NA 34.34 NA 0 0 NA 0 "D"
"633" 43 "28-2" 3 "43-3" 17 19 "Supp" "Ambient" 0 0 1 0.5429 41 1 "ALIVE" 9.6 4 21 NA NA NA NA NA NA 15.42 NA 0 0 NA 0 "E"
"634" 43 "28-2" 4 "43-4" 22 29 "Open" "Ambient" 0 0 1 0.3657 29 NA "ALIVE" 0 10 8.8 3.41 5.73 0 NA NA NA 91.24 NA 0.0579 2 0.02895 0.039567123 "F"
"635" 43 "28-2" 5 "43-5" 18 8 "Supp" "Reduced" 0 0 1 0.3463 31 1 "ALIVE" 0.8 0 1.6 2.84 5.66 0 NA NA NA 30.24 NA 0.0267 1 0.0267 0.018245979 "D"
"636" 43 "28-2" 14 "43-14" 1 31 "Supp" "Ambient" 0 0 1 0.3879 NA NA "ALIVE" 0.4 4 3.6 NA NA NA NA NA NA 44.35 NA 0 0 NA 0 "C"
"637" 43 "28-2" 15 "43-15" 8 20 "Open" "Reduced" 0 0 1 0.3788 84 1 "ALIVE" 15 14 5.8 NA NA NA NA NA NA 18.75 55 0.2112 2 0.1056 0.144327744 "B"
"638" 43 "28-2" 12 "43-12" 1 35 "Supp" "Reduced" 0 0 1 0.3047 29 NA "ALIVE" 1 3.6 3 3.14 6.24 44.2 NA NA NA 81.61 49 6.1007 58 0.105184482758621 4.169035359 "C"
"639" 43 "28-2" 13 "43-13" 10 3 "Open" "Ambient" 0 0 1 0.3486 NA NA "ALIVE" 13 0.4 1.6 NA NA NA NA NA NA 8.89 NA 0.0291 1 0.0291 0.019886067 "A"
"640" 43 "28-2" 16 "43-16" 15 20 "Open" "Reduced" 0 0 1 0.3027 31 NA "ALIVE" 6.4 0 0.8 NA NA NA NA NA NA 61.48 52 0.2551 8 0.0318875 0.174327687 "E"
"641" 44 "50-1" 3 "44-3" 14 20 "Open" "Ambient" 0 0 0 0.5343 65 1 "ALIVE" 33 53.4 24 3.22 6.14 0 NA NA NA 25.04 42 1.5256 68 0.0224352941176471 1.042549272 "E"
"642" 44 "50-1" 4 "44-4" 5 20 "Supp" "Reduced" 0 0 0 0.3455 17 1 "ALIVE" 14.6 5.2 8.2 2.79 5.85 NA NA NA NA 17.29 44 2.0207 33 0.0612333333333333 1.380885759 "B"
"643" 44 "50-1" 6 "44-6" 21 34 "Open" "Reduced" 0 0 0 0.2815 22 NA "ALIVE" 2 18.4 13.6 2.75 5.52 0 NA NA NA 6.82 49.5 2.7004 40 0.06751 1.845372348 "F"
"644" 44 "50-1" 7 "44-7" 12 33 "Supp" "Ambient" 0 0 0 0.2887 15 NA "ALIVE" 12.4 59 39.4 2.81 5.67 3 NA NA NA 10.24 47.5 11.9839 178 0.0673252808988764 8.189437743 "F"
"645" 44 "50-1" 8 "44-8" 15 7 "Supp" "Ambient" 0 0 0 0.3342 8 NA "ALIVE" 35 60.8 22 3.07 5.55 40 NA NA NA 47.5 44 1.8779 59 0.031828813559322 1.283300523 "D"
"646" 44 "50-1" 5 "44-5" 4 21 "Supp" "Reduced" 0 0 0 0.4391 17 NA "ALIVE" 4.2 3.4 1.2 2.93 6.16 0 0.119 141 0.069 57.97 49 14.4734638355647 185 0.078234939651701 9.89073098130984 "B"
"647" 44 "50-1" 1 "44-1" 15 32 "Supp" "Reduced" 0 0 0 0.4051 48 1 "ALIVE" 5.6 8.6 0.8 2.72 5.7 0 NA NA NA 3.48 48 0.4467 8 0.0558375 0.305261379 "F"
"648" 44 "50-1" 2 "44-2" 13 24 "Open" "Reduced" 0 0 0 0.2775 16 1 "ALIVE" 0.6 34.4 37.6 3.14 6.49 NA NA NA NA 18.19 48.5 0.8017 15 0.0534466666666667 0.547857729 "E"
"649" 44 "50-1" 16 "44-16" 2 15 "Open" "Ambient" 0 0 0 0.442 8 NA "ALIVE" 10.4 21 4.6 2.76 5.55 2.8 0.064 78 0.037 17.63 42 1.72096383556469 26 0.066190916752488 1.17605505630984 "B"
"650" 44 "50-1" 12 "44-12" 10 27 "Open" "Ambient" 0 0 0 0.284 48 1 "ALIVE" 6.2 51.6 18 NA NA 0 NA NA NA 9.46 49 0.1909 6 0.0318166666666667 0.130455333 "C"
"651" 44 "50-1" 9 "44-9" 20 20 "Supp" "Reduced" 0 0 0 0.368 11 1 "ALIVE" 3.4 9.2 6.4 3.07 6.52 12 NA NA NA 24.61 42 0.7376 21 0.0351238095238095 0.504053712 "E"
"652" 44 "50-1" 10 "44-10" 15 23 "Open" "Reduced" 0 0 0 0.463 15 NA "ALIVE" 0.4 6.6 2.6 3.16 6.33 34 NA NA NA 57.7 48 29.9834 361 0.0830565096952909 20.489756058 "E"
"653" 44 "50-1" 11 "44-11" 11 10 "Open" "Reduced" 0 0 0 0.3412 74 1 "ALIVE" 23.2 4.4 8.8 3.19 6.64 NA NA NA NA NA 42 1.0181 21 0.0484809523809524 0.695738997 "A"
"654" 44 "50-1" 13 "44-13" 3 24 "Supp" "Ambient" 0 0 0 0.4345 17 NA "ALIVE" 7.6 52.8 26.6 2.82 5.77 0 NA NA NA 35.75 44.5 3.8053 56 0.0679517857142857 2.600427861 "B"
"655" 44 "50-1" 14 "44-14" 6 16 "Open" "Ambient" 0 0 0 0.3971 14 1 "ALIVE" 3 27.2 25.2 2.83 5.5 39 NA NA NA 44.84 47 2.2994 55 0.0418072727272727 1.571340978 "B"
"656" 44 "50-1" 15 "44-15" 1 18 "Supp" "Ambient" 0 0 0 0.399 14 NA "ALIVE" 15.2 53.6 17.8 2.69 5.4 25 0.089 105 0.049 10.78 50 0.255563835564688 6 0.0425939725941146 0.174644658309841 "B"
"657" 45 "144-1" 15 "45-15" 15 12 "Supp" "Ambient" 1 1 1 0.517 18 NA "ALIVE" 9.4 1.4 16.4 2.95 5.65 NA 0.116 164 0.076 11.01 NA 0.39455951871361 6 0.0657599197856016 0.269630138303319 "D"
"658" 45 "144-1" 6 "45-6" 9 10 "Supp" "Ambient" 1 1 1 0.5074 73 1 "ALIVE" 6.2 1.4 7.8 NA NA NA NA NA NA 8.08 NA 0 0 NA 0 "A"
"659" 45 "144-1" 16 "45-16" 19 22 "Supp" "Reduced" 1 1 1 0.3385 18 NA "ALIVE" 2.8 7 2.4 3.31 6.57 1.6 NA NA NA 38.72 52.5 2.7935 31 0.0901129032258065 1.908994095 "E"
"660" 45 "144-1" 4 "45-4" 20 9 "Open" "Ambient" 1 1 1 0.4595 10 NA "ALIVE" 8.4 0.2 11.6 NA NA NA NA NA NA 12.98 40 0.0936 2 0.0468 0.063963432 "D"
"661" 45 "144-1" 5 "45-5" 6 36 "Open" "Reduced" 1 1 1 0.5032 36 1 "ALIVE" 0.2 7.4 0.6 3.23 5.74 97 NA NA NA 15.63 57 0.8974 8 0.112175 0.613256238 "C"
"662" 45 "144-1" 12 "45-12" 7 31 "Open" "Ambient" 1 1 1 0.4759 30 1 "ALIVE" 9.6 10.2 11.2 2.99 5.83 30 NA NA NA 13.03 49 1.5208 16 0.09505 1.039269096 "C"
"663" 45 "144-1" 1 "45-1" 4 7 "Open" "Reduced" 1 1 1 0.3025 93 1 "ALIVE" 8 1.8 21.6 NA NA NA NA NA NA 5.84 NA 0 0 NA 0 "A"
"664" 45 "144-1" 2 "45-2" 1 28 "Open" "Ambient" 1 1 1 0.5499 17 NA "ALIVE" 31.2 43.2 1.4 3.4 6.33 87 NA NA NA 19.28 67.5 3.2447 19 0.170773684210526 2.217330639 "C"
"665" 45 "144-1" 3 "45-3" 6 10 "Open" "Ambient" 1 1 1 0.3594 NA NA "ALIVE" 30.4 37.4 1.2 NA NA NA NA NA NA 16.15 NA 0 0 NA 0 "A"
"666" 45 "144-1" 8 "45-8" 17 3 "Open" "Reduced" 1 1 1 0.4514 20 NA "ALIVE" 2.8 0.4 3.2 3.48 6.71 4.8 0.111 108 0.059 39.66 52.5 4.28585951871361 41 0.104533158993015 2.92882781930332 "D"
"667" 45 "144-1" 9 "45-9" 7 25 "Supp" "Reduced" 1 1 1 0.5327 22 1 "ALIVE" 3 12 12.4 3.57 6.47 6.2 NA NA NA 18.76 57.5 0.5229 4 0.130725 0.357334173 "C"
"668" 45 "144-1" 10 "45-10" 1 16 "Supp" "Reduced" 1 1 1 0.5152 16 NA "ALIVE" 2 0.6 4.6 3.15 5.92 23.6 0.08 77 0.044 18.31 56.5 3.52735951871361 32 0.1102299849598 2.41049167430332 "B"
"669" 45 "144-1" 7 "45-7" 19 6 "Supp" "Reduced" 1 1 1 0.5126 75 NA "ALIVE" 11.4 3.8 1.8 3.45 6.4 NA NA NA NA 15.31 59 0.9402 8 0.117525 0.642504474 "D"
"670" 45 "144-1" 13 "45-13" 4 19 "Supp" "Ambient" 1 1 1 0.4533 43 1 "ALIVE" 9.6 0.8 36.2 NA NA NA NA NA NA 6.81 NA 0.0548 1 0.0548 0.037448676 "B"
"671" 45 "144-1" 14 "45-14" 5 36 "Open" "Reduced" 1 1 1 0.4204 NA 1 "ALIVE" 0 2.2 3.8 NA NA NA NA NA NA 5.3 NA 0 0 NA 0 "C"
"672" 45 "144-1" 11 "45-11" 21 28 "Supp" "Ambient" 1 1 1 0.5363 NA NA "ALIVE" 11.2 18.8 24.8 NA NA NA NA NA NA 2.79 NA 0 0 NA 0 "F"
"673" 46 "81-4" 6 "46-6" 14 25 "Open" "Reduced" 0 0 0 0.252 12 NA "ALIVE" 1.2 7.6 5.6 3.42 6.3 7.6 NA NA NA 55.11 55 3.9002 69 0.0565246376811594 2.665279674 "F"
"674" 46 "81-4" 4 "46-4" 20 5 "Open" "Ambient" 0 0 0 0.3102 33 1 "ALIVE" 0.4 8.4 6.8 3.39 6.41 NA NA NA NA 56.46 56.5 1.6516 28 0.0589857142857143 1.128653892 "D"
"675" 46 "81-4" 5 "46-5" 5 26 "Supp" "Ambient" 0 0 0 0.2501 21 NA "ALIVE" 9.2 13.2 1.2 3.09 5.44 NA NA NA NA 22.45 64 0.8805 11 0.0800454545454545 0.601707285 "C"
"676" 46 "81-4" 1 "46-1" 13 12 "Supp" "Ambient" 0 0 0 0.2779 34 NA "ALIVE" 13 30.2 6.8 3.27 6.06 NA NA NA NA 37.8 75 2.6292 39 0.0674153846153846 1.796716404 "D"
"677" 46 "81-4" 2 "46-2" 4 13 "Open" "Reduced" 0 0 0 0.4828 14 NA "ALIVE" 1 0 0.4 3.07 5.48 1.6 NA NA NA 61.61 51 5.8275 105 0.0555 3.982338675 "B"
"678" 46 "81-4" 3 "46-3" 3 33 "Open" "Reduced" 0 0 0 0.2844 14 1 "ALIVE" 3.2 1.6 2 3.39 6.2 0 NA NA NA 18.49 60 0.673 12 0.0560833333333333 0.45990801 "C"
"679" 46 "81-4" 8 "46-8" 14 16 "Supp" "Reduced" 0 0 0 0.4093 36 1 "ALIVE" 17.8 2 1.2 3.45 6.89 NA NA NA NA 76.7 56 6.2401 81 0.0770382716049383 4.264297137 "E"
"680" 46 "81-4" 9 "46-9" 19 5 "Supp" "Reduced" 0 0 0 0.2893 9 NA "ALIVE" 24.2 0 3.6 3.52 6.51 0 NA NA NA 88.16 56 23.5443 271 0.0868793357933579 16.089468291 "D"
"681" 46 "81-4" 10 "46-10" 10 28 "Supp" "Ambient" 0 0 0 0.3116 17 NA "ALIVE" 11.6 9.6 5.2 3.32 6.1 NA NA NA NA NA 54 2.7548 47 0.0586127659574468 1.882547676 "C"
"682" 46 "81-4" 7 "46-7" 17 30 "Supp" "Reduced" 0 0 0 0.3764 15 NA "ALIVE" 0 0.8 0.2 3.49 5.23 12.4 0.055 41 0.014 39.65 53 8.25323412471405 98 0.0842166747419801 5.64001260380584 "F"
"683" 46 "81-4" 12 "46-12" 21 31 "Supp" "Reduced" 0 0 0 0.3906 21 NA "ALIVE" 6.8 1.6 0.6 2.93 5.9 37 NA NA NA 26.31 50.5 1.7324 16 0.108275 1.183870188 "F"
"684" 46 "81-4" 13 "46-13" 10 20 "Open" "Ambient" 0 0 0 0.464 19 NA "ALIVE" 17 23.4 3.2 3.49 6.39 NA NA NA NA 31.68 70.5 1.2744 29 0.0439448275862069 0.870886728 "B"
"685" 46 "81-4" 14 "46-14" 14 33 "Open" "Reduced" 0 0 0 0.5589 15 NA "ALIVE" 4.4 0.4 0.6 3.31 5.73 4.4 NA NA NA 58.8 59.5 11.6839 131 0.0891900763358779 7.984426743 "F"
"686" 46 "81-4" 11 "46-11" 11 4 "Supp" "Ambient" 0 0 0 0.302 31 NA "ALIVE" 15.6 28.2 15.4 3.56 6.47 NA NA NA NA 51.45 58.5 3.5042 72 0.0486694444444444 2.394665154 "A"
"687" 46 "81-4" 16 "46-16" 2 31 "Open" "Ambient" 0 0 0 0.3836 44 NA "ALIVE" 8 32.2 1 3.55 6.25 96.4 NA NA NA 84.7 68 9.0513 142 0.0637415492957747 6.185386881 "C"
"688" 46 "81-4" 15 "46-15" 17 14 "Open" "Ambient" 0 0 0 0.283 21 NA "ALIVE" 5 5.2 10.4 3.81 7.02 100 NA NA NA 98.91 55 3.2611 68 0.0479573529411765 2.228537907 "E"
"689" 47 "36-2" 16 "47-16" 22 34 "Open" "Reduced" 0 0 1 0.4148 37 NA "ALIVE" 0.4 2.6 3.6 3.21 5.79 30 NA NA NA 8.93 30 0.0671 1 0.0671 0.045854127 "F"
"690" 47 "36-2" 3 "47-3" 15 30 "Supp" "Reduced" 0 0 1 0.3342 43 NA "ALIVE" 10.6 20.4 0 3.38 6.08 NA NA NA NA 21.12 64 0.4385 4 0.109625 0.299657745 "F"
"691" 47 "36-2" 15 "47-15" 19 3 "Open" "Ambient" 0 0 1 0.4989 34 1 "ALIVE" 11.8 2.4 15.8 3.37 6 63 NA NA NA 31.68 66 0.6545 10 0.06545 0.447265665 "D"
"692" 47 "36-2" 1 "47-1" 1 14 "Supp" "Ambient" 0 0 1 0.547 NA NA "ALIVE" 30.4 16.8 2.2 NA NA NA NA NA NA 15.08 NA 0 0 NA 0 "B"
"693" 47 "36-2" 2 "47-2" 17 23 "Supp" "Ambient" 0 0 1 0.5539 35 1 "ALIVE" 4.8 2.8 2.4 3.24 5.8 NA NA NA NA 19.87 68.5 0.5749 6 0.0958166666666667 0.392869413 "E"
"694" 47 "36-2" 7 "47-7" 13 28 "Supp" "Ambient" 0 0 1 0.4128 23 NA "ALIVE" 30.8 28.8 1.6 3.27 5.97 70 NA NA NA 38.03 60.5 3.7266 18 0.207033333333333 2.546646642 "F"
"695" 47 "36-2" 4 "47-4" 10 24 "Open" "Reduced" 0 0 1 0.522 NA 1 "ALIVE" 12.4 1.2 2.4 NA NA NA NA NA NA 6.91 NA 0 0 NA 0 "B"
"696" 47 "36-2" 5 "47-5" 13 6 "Supp" "Reduced" 0 0 1 0.3874 63 NA "ALIVE" 7.2 0 6.4 3.33 6.46 0 NA NA NA 11.88 55.5 1.4342 14 0.102442857142857 0.980089254 "D"
"697" 47 "36-2" 6 "47-6" 13 26 "Open" "Reduced" 0 0 1 0.5147 31 NA "ALIVE" 3.2 2.6 0 3.4 6.31 2.6 NA NA NA 31.99 63 5.9017 65 0.0907953846153846 4.033044729 "F"
